ToI,Name,Class_flag,Class,Carbon,Additional,ctp,Phot_status,Other_Name,Comments,Vmax,Av,Distance,Mv_calc,RV,Temperature,Type,RA,Dec,Location,Abundances,Inst/Res,Folder,Spectra_Type,Bluefile,Redfile,Alt_Bluefile,Alt_Redfile,Textfile,Extra_Monfile,RA_deg,Dec_deg,Gaia_RV,gaia_rv_err,known_RV,My_RV,parallax,p_err,pm_ra,pm_ra_err,pm_dec,pm_dec_err
,EROS2-SMC-DYPer-1,,,,,,,,,,0.15,,,,,,00:44:07.50,-72:44:16.4,,,DBS,EROS2-SMC-DYPer-1,one,EROS2-SMC-DYPer-1__r+b_sm0077k_11497.fits,,,,,,,,,,,,,,,,,
,EROS2-SMC-DYPer-2,,,,,,,,,,0.108,,,,,,00:40:14.72,-74:11:21.6,,,DBS,EROS2-SMC-DYPer-2,one,EROS2-SMC-DYPer-2__r+b_sm0106m_19412.fits,,,,,,,,,,,,,,,,,
,EROS2-SMC-DYPer-3,,,,,,,,,,0.238,,,,,,00:55:54.97,-72:35:12.27,,,DBS,EROS2-SMC-DYPer-3,one,EROS2-SMC-DYPer-3__r+b_smc0067m_2668_Secondseries.fits,,,,,,,,,,,,,,,,,
,EROS2-SMC-DYPer-4,,,,,,,,,,0.12,,,,,,00:56:35.47,-71:32:32.66,,,DBS,EROS2-SMC-DYPer-4,one,EROS2-SMC-DYPer-4__r+b_smc0061m_7643_Secondseries.fits,,,,,,,,,,,,,,,,,
,EROS2-SMC-DYPer-5,,,,,,,,,,0.416,,,,,,00:47:41.71,-73:06:16.38,,,DBS,EROS2-SMC-DYPer-5,one,EROS2-SMC-DYPer-5__tr+b_sm00101_4971.fits,,,,,,,,,,,,,,,,,
,EROS2-SMC-DYPer-6,,,,,,,,,,0.288,,,,,,00:44:56.40,-73:12:25.02,,,DBS,EROS2-SMC-DYPer-6,one,EROS2-SMC-DYPer-6__tr+b_sm0101n_8018.fits,,,,,,,,,,,,,,,,,
,A798,,EHe,,,,,,,,2.6,,,,,EHe,18:33:57.034,05:29:16.811,Galactic,,WiFeS/3000,HdCcand-A798,picky,T2m3wb-20210911.115456-0054.spectrum.p11.fits,T2m3wr-20210911.115456-0054.spectrum.p11.fits,,,,,,,,,,,,,,,,
,A208,,,,,,,,,,2.097,,,,,EHe,18:24:47.94,-22:14:29.143,,,WiFeS/3000,HdCcand-A208,picky,T2m3wb-20210520.182704-0088.spectrum.p11_weaker-but-cleaner.fits,T2m3wr-20210520.182704-0088.spectrum.p11.fits,,,,,,,,,,,,,,,,
,HD 320156,,,,,,,LSS4300,,,,,,,,HdB,,,,,,HD320156,AB,HD320156_215_Blue-A.fits,HD320156_215_Red-A.fits,HD320156_215_Blue-B.fits,HD320156_215_Red-B.fits,,,,,,,,,,,,,,
,V4334 Sgr,,,,,,,,,,,,,,,FF,,,,,,V4334Sgr,AB,V4334Sgr_143_Blue-A.fits,V4334Sgr_143_Red-A.fits,V4334Sgr_143_Blue-B.fits,V4334Sgr_143_Red-B.fits,,,,,,,,,,,,,,
,PV Tel,,,,,,,,,,,,,,,EHe,,,,,,PVTel,AB,PVTel_144_Blue-A.fits,PVTel_144_Red-A.fits,PVTel_144_Blue-B.fits,PVTel_144_Red-B.fits,,,,,,,,,,,,,,
,V2076 Oph,,,,,,,,,,,,,,,EHe,,,,,,V2076Oph,AB,V2076Oph_213_Blue-A.fits,V2076Oph_213_Red-A.fits,V2076Oph_213_Blue-B.fits,V2076Oph_213_Red-B.fits,,,,,,,,,,,,,,
,V2205 Oph,,,,,,,,,,,,,,,EHe,,,,,,V2205Oph,AB,V2205Oph_214_Blue-A.fits,V2205Oph_214_Red-A.fits,V2205Oph_214_Blue-B.fits,V2205Oph_214_Red-B.fits,,,,,,,,,,,,,,
,Ups Sgr,,,,,,,,,,,,,,,EHe,,,,,,UpsSgr,picky,T2m3wb-20210710.150318-0634.spectrum.p11.fits,T2m3wr-20210710.150317-0634.spectrum.p11.fits,,,,,,,,,,,,,,,,
